Training tokens: 100,000,000
Total steps: 12,207
Train token file: /root/autodl-tmp/data/openwebtext/openwebtext_train_tokens.npy
Valid token file: /root/autodl-tmp/data/openwebtext/openwebtext_valid_tokens.npy
Metrics JSON file: /root/autodl-tmp/data/openwebtext/metrics/dense_baseline_metrics.json
step=2040/12207 loss=5.2717, val_loss=5.2508 lr=2.963e-04 tok/s=10408.0 max_mem=9.34GB
step=2060/12207 loss=5.5304, val_loss=5.2855 lr=2.961e-04 tok/s=10588.3 max_mem=9.34GB
step=2080/12207 loss=5.3108, val_loss=5.2430 lr=2.959e-04 tok/s=10527.3 max_mem=9.34GB
step=2100/12207 loss=5.2708, val_loss=5.2359 lr=2.958e-04 tok/s=10575.5 max_mem=9.34GB
step=2120/12207 loss=5.1945, val_loss=5.2704 lr=2.956e-04 tok/s=10520.0 max_mem=9.34GB
step=2140/12207 loss=5.1053, val_loss=5.2402 lr=2.954e-04 tok/s=10571.4 max_mem=9.34GB
step=2160/12207 loss=5.2578, val_loss=5.2206 lr=2.952e-04 tok/s=10664.5 max_mem=9.34GB
step=2180/12207 loss=5.1644, val_loss=5.2536 lr=2.950e-04 tok/s=10595.2 max_mem=9.34GB
step=2200/12207 loss=5.2778, val_loss=5.2557 lr=2.947e-04 tok/s=10478.6 max_mem=9.34GB
step=2220/12207 loss=5.2783, val_loss=5.2325 lr=2.945e-04 tok/s=10632.2 max_mem=9.34GB
step=2240/12207 loss=5.2124, val_loss=5.2299 lr=2.943e-04 tok/s=10567.3 max_mem=9.34GB
step=2260/12207 loss=5.1546, val_loss=5.2116 lr=2.941e-04 tok/s=10586.5 max_mem=9.34GB
step=2280/12207 loss=5.2659, val_loss=5.2033 lr=2.939e-04 tok/s=10680.1 max_mem=9.34GB
step=2300/12207 loss=5.1362, val_loss=5.2028 lr=2.936e-04 tok/s=10589.8 max_mem=9.34GB
step=2320/12207 loss=5.2465, val_loss=5.1035 lr=2.934e-04 tok/s=10611.0 max_mem=9.34GB
step=2340/12207 loss=5.1607, val_loss=5.1872 lr=2.931e-04 tok/s=10555.5 max_mem=9.34GB
step=2360/12207 loss=5.0253, val_loss=5.1995 lr=2.929e-04 tok/s=10548.0 max_mem=9.34GB
step=2380/12207 loss=5.0773, val_loss=5.1978 lr=2.927e-04 tok/s=10517.5 max_mem=9.34GB
step=2400/12207 loss=5.1769, val_loss=5.1932 lr=2.924e-04 tok/s=10533.8 max_mem=9.34GB
step=2420/12207 loss=5.0268, val_loss=5.1587 lr=2.921e-04 tok/s=10593.7 max_mem=9.34GB
step=2440/12207 loss=5.2003, val_loss=5.1930 lr=2.919e-04 tok/s=10597.2 max_mem=9.34GB
step=2460/12207 loss=4.9881, val_loss=5.1347 lr=2.916e-04 tok/s=10655.5 max_mem=9.34GB
step=2480/12207 loss=5.0098, val_loss=5.1170 lr=2.913e-04 tok/s=10594.6 max_mem=9.34GB
step=2500/12207 loss=5.0776, val_loss=5.1714 lr=2.911e-04 tok/s=10580.4 max_mem=9.34GB
Saved checkpoint to /root/autodl-tmp/data/openwebtext/checkpoints/dense_baseline/checkpoint_step_2500.pt
step=2520/12207 loss=5.1174, val_loss=5.1504 lr=2.908e-04 tok/s=10551.4 max_mem=9.85GB
step=2540/12207 loss=5.1065, val_loss=5.0996 lr=2.905e-04 tok/s=10562.2 max_mem=9.34GB
step=2560/12207 loss=5.0336, val_loss=5.1069 lr=2.902e-04 tok/s=10592.2 max_mem=9.34GB
step=2580/12207 loss=5.1501, val_loss=5.1205 lr=2.899e-04 tok/s=10633.9 max_mem=9.34GB
step=2600/12207 loss=4.9912, val_loss=5.1494 lr=2.896e-04 tok/s=10588.1 max_mem=9.34GB
step=2620/12207 loss=5.0470, val_loss=5.1101 lr=2.893e-04 tok/s=10574.6 max_mem=9.34GB
step=2640/12207 loss=4.9712, val_loss=5.0482 lr=2.890e-04 tok/s=10593.6 max_mem=9.34GB
step=2660/12207 loss=5.2267, val_loss=5.1398 lr=2.887e-04 tok/s=10568.8 max_mem=9.34GB
step=2680/12207 loss=5.0687, val_loss=5.1034 lr=2.884e-04 tok/s=10560.9 max_mem=9.34GB
step=2700/12207 loss=5.0563, val_loss=5.0905 lr=2.881e-04 tok/s=10533.1 max_mem=9.34GB
step=2720/12207 loss=5.1782, val_loss=5.1115 lr=2.878e-04 tok/s=10591.4 max_mem=9.34GB
step=2740/12207 loss=5.0905, val_loss=5.0827 lr=2.875e-04 tok/s=10555.7 max_mem=9.34GB
step=2760/12207 loss=5.2166, val_loss=5.0864 lr=2.871e-04 tok/s=10412.9 max_mem=9.34GB
step=2780/12207 loss=5.0332, val_loss=5.0602 lr=2.868e-04 tok/s=10514.5 max_mem=9.34GB
step=2800/12207 loss=5.0384, val_loss=4.9821 lr=2.865e-04 tok/s=10523.9 max_mem=9.34GB
step=2820/12207 loss=4.9331, val_loss=5.0402 lr=2.861e-04 tok/s=10558.1 max_mem=9.34GB
step=2840/12207 loss=4.8783, val_loss=5.0143 lr=2.858e-04 tok/s=10547.8 max_mem=9.34GB
step=2860/12207 loss=5.1725, val_loss=5.0692 lr=2.854e-04 tok/s=10606.9 max_mem=9.34GB
step=2880/12207 loss=4.8778, val_loss=4.9788 lr=2.851e-04 tok/s=10705.9 max_mem=9.34GB
step=2900/12207 loss=4.9110, val_loss=5.0231 lr=2.847e-04 tok/s=10514.5 max_mem=9.34GB
step=2920/12207 loss=5.3057, val_loss=5.0427 lr=2.844e-04 tok/s=10554.6 max_mem=9.34GB
step=2940/12207 loss=5.0486, val_loss=5.0279 lr=2.840e-04 tok/s=10562.4 max_mem=9.34GB
step=2960/12207 loss=4.9642, val_loss=5.0151 lr=2.837e-04 tok/s=10470.3 max_mem=9.34GB
step=2980/12207 loss=4.8331, val_loss=5.0272 lr=2.833e-04 tok/s=10589.3 max_mem=9.34GB
step=3000/12207 loss=4.9814, val_loss=4.9828 lr=2.829e-04 tok/s=10619.2 max_mem=9.34GB
Saved checkpoint to /root/autodl-tmp/data/openwebtext/checkpoints/dense_baseline/checkpoint_step_3000.pt
step=3020/12207 loss=4.9203, val_loss=5.0029 lr=2.825e-04 tok/s=10607.4 max_mem=9.85GB
step=3040/12207 loss=5.0190, val_loss=5.0261 lr=2.821e-04 tok/s=10575.2 max_mem=9.34GB
step=3060/12207 loss=5.0266, val_loss=4.9495 lr=2.818e-04 tok/s=10727.0 max_mem=9.34GB
step=3080/12207 loss=5.0457, val_loss=5.0072 lr=2.814e-04 tok/s=10562.0 max_mem=9.34GB
step=3100/12207 loss=4.9080, val_loss=4.9912 lr=2.810e-04 tok/s=10663.5 max_mem=9.34GB
step=3120/12207 loss=5.0084, val_loss=5.0061 lr=2.806e-04 tok/s=10546.6 max_mem=9.34GB
step=3140/12207 loss=5.0131, val_loss=4.9842 lr=2.802e-04 tok/s=10655.1 max_mem=9.34GB
step=3160/12207 loss=5.0158, val_loss=5.0238 lr=2.798e-04 tok/s=10502.1 max_mem=9.34GB
step=3180/12207 loss=4.7998, val_loss=4.9883 lr=2.794e-04 tok/s=10600.7 max_mem=9.34GB
step=3200/12207 loss=4.7837, val_loss=4.9889 lr=2.790e-04 tok/s=10565.2 max_mem=9.34GB
step=3220/12207 loss=4.9380, val_loss=4.9496 lr=2.785e-04 tok/s=10628.8 max_mem=9.34GB
step=3240/12207 loss=5.0256, val_loss=4.9478 lr=2.781e-04 tok/s=10343.2 max_mem=9.34GB
step=3260/12207 loss=4.9288, val_loss=4.9125 lr=2.777e-04 tok/s=10581.1 max_mem=9.34GB
step=3280/12207 loss=5.1183, val_loss=4.9455 lr=2.773e-04 tok/s=10566.3 max_mem=9.34GB
step=3300/12207 loss=4.8154, val_loss=4.9233 lr=2.768e-04 tok/s=10592.3 max_mem=9.34GB
step=3320/12207 loss=4.9727, val_loss=4.9950 lr=2.764e-04 tok/s=10508.6 max_mem=9.34GB
step=3340/12207 loss=5.1909, val_loss=4.9241 lr=2.760e-04 tok/s=10625.3 max_mem=9.34GB
